total_quantity,business_quantity,personal_quantity,request_type,total_time
96,58,38,debt,225.87
138,59,79,debt,261.05
122,116,6,payment,368.68
145,45,100,payment,382.52
25,6,19,payment,64.1
66,19,47,payment,168.45
43,23,20,debt,144.66
42,18,24,payment,135.44
53,6,47,existence,92.92
6,1,5,payment,22.88
70,17,53,debt,131.82
134,45,89,existence,370.4
84,41,43,existence,172.53
124,113,11,existence,388.33
93,57,36,debt,225.4
157,10,147,existence,204.98
49,10,39,existence,101.75
139,84,55,existence,336.6
79,23,56,payment,128.66
45,40,5,existence,145.84
53,11,42,payment,98.65
34,29,5,debt,113.31
73,14,59,existence,141.32
142,106,36,debt,486.33
122,12,110,existence,275.96
123,33,90,existence,168.07
123,119,4,payment,363.21
17,8,9,payment,64.67
130,56,74,debt,366.5
66,23,43,payment,177.33
114,35,79,existence,286.67
151,7,144,payment,321.03
59,36,23,existence,177.46
127,74,53,debt,303.41
130,13,117,debt,295.46
155,103,52,payment,448.58
74,31,43,payment,146.85
117,9,108,debt,310.66
60,19,41,existence,152.87
99,98,1,debt,358.87
25,3,22,existence,50.01
155,144,11,existence,415.13
105,64,41,existence,305.75
118,32,86,payment,326.63
122,30,92,debt,317.66
79,22,57,existence,201.28
105,20,85,payment,218.2
148,7,141,debt,364.21
141,62,79,existence,341.3
70,56,14,existence,184.66
81,48,33,payment,164.29
120,75,45,payment,250.6
61,17,44,debt,115.22
157,112,45,payment,391.57
88,55,33,debt,203.6
93,91,2,existence,232.19
92,46,46,debt,282.96
151,39,112,existence,351.01
101,21,80,existence,269.62
2,2,0,payment,19.31
81,1,80,debt,161.58
129,99,30,debt,387.22
37,7,30,debt,88.51
133,57,76,existence,332.12
2,1,1,existence,3.95
104,87,17,payment,303.52
35,26,9,payment,121.52
148,74,74,payment,304.52
53,5,48,existence,101.66
103,46,57,debt,270.79
109,47,62,payment,340.05
35,4,31,existence,57.18
142,129,13,existence,437.48
4,1,3,payment,19.37
74,60,14,existence,233.82
94,50,44,existence,206.83
1,1,0,existence,3.39
97,68,29,payment,303.83
20,16,4,existence,56.3
156,62,94,payment,482.51
97,91,6,payment,305.02
157,25,132,payment,323.99
136,118,18,existence,365.71
37,10,27,existence,61.17
153,150,3,debt,582.03
18,11,7,payment,44.61
33,26,7,payment,102.21
133,34,99,payment,237.59
103,17,86,existence,195.05
69,51,18,existence,170.37
59,10,49,debt,103.37
77,52,25,existence,219.86
81,19,62,debt,193.06
116,78,38,existence,228.83
80,25,55,existence,127.04
106,51,55,debt,300.78
2,1,1,debt,12.79
152,12,140,existence,350.2
132,4,128,payment,191.97
81,69,12,payment,216.72
83,34,49,existence,164.53
120,5,115,existence,237.09
2,1,1,payment,19.35
33,8,25,debt,76.12
101,41,60,payment,222.3
72,37,35,debt,239.06
147,77,70,debt,371.95
108,102,6,existence,334.32
155,98,57,debt,320.42
124,49,75,existence,309.59
75,33,42,payment,169.95
47,33,14,debt,129.01
18,18,0,existence,70.34
150,139,11,payment,358.96
141,19,122,existence,323.22
118,49,69,payment,323.71
91,6,85,debt,138.55
53,37,16,payment,99.21
41,33,8,existence,122.38
28,2,26,debt,77.26
65,49,16,payment,211.35
6,1,5,existence,15.26
19,13,6,debt,68.3
145,49,96,payment,412.55
122,66,56,debt,315.01
88,61,27,debt,259.03
91,29,62,existence,193.7
77,16,61,existence,210.1
103,83,20,payment,312.25
91,69,22,payment,305.79
95,2,93,payment,152.4
54,5,49,payment,120.19
148,30,118,existence,290
68,28,40,payment,185.73
7,2,5,payment,26.37
49,43,6,payment,165.75
55,38,17,payment,174
145,68,77,debt,388.69
62,40,22,existence,179.6
111,19,92,debt,184.58
127,9,118,debt,198.6
112,87,25,existence,337.62
73,27,46,debt,126.22
157,89,68,debt,367.66
7,3,4,debt,24.29
121,113,8,payment,251.15
11,10,1,debt,37.08
65,51,14,existence,196.69
154,93,61,payment,286.16
55,38,17,existence,119.58
105,94,11,payment,334.97
47,18,29,debt,154.07
48,46,2,payment,158.35
24,19,5,existence,65.05
47,27,20,debt,123.35
81,78,3,existence,216.32
3,3,0,existence,10.08
115,59,56,payment,238.65
93,49,44,debt,179.49
90,33,57,payment,163.74
148,56,92,payment,346.6
86,82,4,debt,257
49,11,38,debt,98.33
63,37,26,debt,180.22
24,4,20,debt,57.05
18,2,16,payment,40.84
86,34,52,payment,228.93
81,27,54,payment,170.34
97,61,36,debt,242.75
9,4,5,existence,20.26
27,12,15,existence,69.77
105,88,17,payment,212.79
149,136,13,debt,475.01
133,25,108,existence,203.77
12,9,3,existence,28.9
89,43,46,payment,189.42
65,2,63,payment,171.53
94,47,47,debt,261.79
23,16,7,debt,70.3
4,2,2,payment,27.96
71,70,1,existence,171.61
56,28,28,payment,161.54
27,19,8,existence,80.9
102,12,90,existence,210.01
141,32,109,payment,240.95
94,76,18,payment,297.68
64,20,44,payment,114.56
15,15,0,existence,39.24
55,7,48,payment,96.38
143,143,0,debt,376.7
107,41,66,existence,298.25
115,86,29,debt,310.04
23,19,4,existence,68.06
42,26,16,debt,150.45
135,48,87,debt,323.87
10,2,8,existence,15.31
23,9,14,payment,62.91
119,99,20,existence,334.86
100,20,80,debt,185.05
75,18,57,payment,133.55
76,54,22,debt,191.13
47,26,21,debt,161.73
87,29,58,debt,197.17
75,60,15,payment,242.04
149,81,68,debt,442.72
28,20,8,debt,92.67
47,42,5,debt,145.54
56,38,18,debt,205.06
119,22,97,debt,328.72
109,34,75,debt,187.76
50,25,25,debt,158.55
7,5,2,debt,45.05
73,57,16,existence,172.32
129,9,120,existence,265.23
54,35,19,payment,136.49
93,92,1,payment,212.48
93,16,77,payment,195.41
2,2,0,payment,10.67
53,26,27,payment,151.14
92,10,82,debt,236.26
135,95,40,debt,287.13
6,5,1,payment,29.12
106,66,40,payment,302.69
70,51,19,debt,212.43
26,20,6,debt,74.76
154,22,132,payment,302.56
107,102,5,payment,256.98
38,12,26,payment,67.63
3,3,0,debt,23.19
37,24,13,existence,90.86
95,84,11,existence,289.22
24,19,5,debt,82.01
134,12,122,debt,201.4
15,14,1,debt,51.98
27,7,20,debt,49.44
42,39,3,existence,132.46
86,76,10,existence,183.78
53,47,6,debt,149.14
157,133,24,payment,336.74
138,91,47,debt,409.86
138,64,74,debt,325.79
10,1,9,debt,47.92
13,3,10,payment,33.05
2,2,0,existence,5.86
86,65,21,payment,238.36
149,134,15,debt,446.63
91,21,70,debt,212.04
65,54,11,payment,144.68
50,47,3,payment,169.78
31,10,21,payment,89.53
51,34,17,existence,112.01
28,4,24,debt,82.58
59,37,22,payment,195.74
42,17,25,existence,118.51
6,2,4,payment,17.34
144,135,9,debt,428.98
146,79,67,existence,397.23
54,45,9,debt,173.29
139,38,101,payment,402.14
126,117,9,debt,267.95
151,25,126,existence,260.2
156,57,99,payment,396.08
145,89,56,existence,401.22
138,118,20,debt,350.93
119,95,24,payment,408.83
33,2,31,debt,71.89
80,27,53,existence,165.52
95,9,86,existence,200.55
85,62,23,debt,217.94
121,85,36,payment,309.79
156,139,17,debt,439.08
91,64,27,debt,227.72
45,4,41,debt,84.01
87,42,45,debt,203.81
20,10,10,existence,54.7
77,17,60,payment,172.48
47,20,27,existence,128.03
45,39,6,payment,127.32
72,35,37,payment,136.45
44,25,19,debt,135.1
99,12,87,payment,175.47
16,15,1,debt,39.58
80,29,51,existence,161.33
37,28,9,existence,81.39
101,86,15,debt,320.58
150,109,41,existence,373.3
70,65,5,debt,196.52
4,1,3,existence,7.99
58,20,38,payment,131.51
92,80,12,debt,312.08
91,52,39,payment,259.65
114,92,22,payment,333.09
136,134,2,debt,509.07
37,2,35,debt,91.73
22,15,7,payment,59.77
28,1,27,payment,69.89
55,26,29,debt,129.88
38,12,26,existence,96.58
85,38,47,existence,249.29
132,25,107,existence,302.23
60,37,23,payment,149.87
54,42,12,existence,189.15
57,57,0,existence,165.31
10,4,6,debt,46
117,9,108,existence,301.6
119,21,98,existence,288
151,40,111,existence,308.85
128,108,20,existence,291.86
82,8,74,existence,100.97
157,93,64,payment,470.37
44,31,13,payment,109.3
105,13,92,debt,266.22
38,9,29,debt,112.76
22,7,15,debt,60.13
36,35,1,debt,99.73
29,23,6,existence,85.96
97,62,35,debt,332.61
151,57,94,debt,360.26
122,84,38,payment,383.58
28,1,27,debt,55.8
58,7,51,debt,175.81
79,62,17,payment,202.76
111,8,103,payment,215.43
80,27,53,payment,164.09
51,4,47,payment,116.2
99,43,56,payment,230.55
46,19,27,payment,106.3
140,51,89,debt,298.64
124,20,104,payment,331.57
100,66,34,debt,268.21
41,12,29,payment,81.36
77,60,17,payment,176.31
142,16,126,payment,252.64
90,19,71,existence,166.59
104,17,87,debt,171.57
153,18,135,payment,299.52
91,15,76,debt,214.47
4,2,2,existence,7.07
153,38,115,debt,329.26
138,137,1,existence,473.23
116,35,81,existence,267.12
55,8,47,payment,144.73
70,40,30,debt,155.02
36,7,29,existence,89.5
97,56,41,payment,302.75
53,48,5,payment,171.74
120,86,34,payment,280.22
47,1,46,payment,81.87
94,62,32,existence,274.64
6,5,1,existence,17.53
139,38,101,existence,305.17
106,82,24,debt,303.54
79,16,63,debt,205.08
3,3,0,debt,28.15
150,100,50,existence,376.91
114,66,48,debt,347.35
112,100,12,existence,293.05
102,77,25,existence,290.58
17,7,10,existence,51.63
5,1,4,payment,23.74
95,40,55,debt,188.71
48,46,2,debt,175.09
59,25,34,payment,176.47
12,10,2,debt,64.19
19,11,8,payment,62.66
142,140,2,debt,472.11
80,11,69,payment,228.7
106,106,0,debt,319.95
43,31,12,existence,93.86
103,12,91,existence,226.8
23,11,12,debt,71.1
34,9,25,existence,56.13
114,43,71,existence,260.31
104,56,48,payment,262.78
5,1,4,debt,26.38
5,2,3,debt,29.66
110,8,102,existence,233.87
127,29,98,existence,196.07
133,70,63,debt,284.11
48,19,29,existence,112.4
37,21,16,existence,102.14
143,44,99,payment,428.28
132,56,76,existence,337.49
19,12,7,existence,47.63
139,45,94,payment,246.4
71,36,35,existence,152.2
46,12,34,existence,100.52
92,80,12,payment,233.61
20,8,12,existence,40.94
27,17,10,payment,87.35
51,11,40,payment,97.24
136,126,10,existence,433.02
32,4,28,payment,85.75
38,24,14,payment,114.98
126,20,106,debt,309.5
95,82,13,existence,265.65
41,40,1,payment,154.11
2,1,1,payment,20.51
101,38,63,payment,220.61
62,54,8,debt,194.36
133,47,86,existence,192.55
16,10,6,existence,45.67
26,8,18,existence,68.91
117,75,42,payment,303.65
61,8,53,debt,161.58
14,11,3,existence,31.5
43,32,11,debt,108.63
134,23,111,payment,329.54
20,7,13,payment,54.22
106,61,45,debt,275.77
114,10,104,existence,200.52
56,39,17,debt,205.4
68,16,52,debt,146.47
69,43,26,debt,227.23
15,3,12,payment,39.57
124,62,62,payment,341.58
113,30,83,debt,308.51
40,39,1,existence,102.38
138,50,88,debt,251.21
17,6,11,debt,58.19
128,2,126,payment,256.89
87,7,80,payment,213.4
63,7,56,debt,135.43
69,66,3,existence,219.17
152,150,2,existence,442.64
134,43,91,payment,264.71
7,4,3,existence,13.57
43,36,7,debt,158.36
117,102,15,payment,355.2
120,101,19,debt,317.63
1,1,0,existence,2.56
118,33,85,payment,232.99
49,7,42,payment,135.66
93,36,57,payment,262.14
63,52,11,existence,196.72
9,6,3,existence,22.91
10,5,5,payment,41.44
114,2,112,existence,175.12
122,36,86,debt,352.28
152,37,115,payment,279.17
149,105,44,debt,290.37
157,28,129,debt,252.27
36,23,13,existence,82.65
29,4,25,debt,77.69
31,4,27,payment,95.32
27,23,4,debt,95.49
35,16,19,payment,79
41,25,16,debt,112.55
99,2,97,debt,154.51
104,6,98,existence,138.33
134,83,51,debt,386.65
27,19,8,existence,70.26
5,4,1,existence,16.78
142,119,23,payment,437.41
37,29,8,existence,96.13
131,4,127,debt,184.4
146,40,106,existence,273.1
124,44,80,existence,222.83
128,22,106,debt,307.92
148,52,96,existence,269.71
132,43,89,debt,347.06
40,20,20,existence,86.63
42,25,17,payment,137.95
70,49,21,debt,196.7
29,10,19,debt,83.37
146,45,101,debt,360.82
15,6,9,payment,44.53
37,3,34,debt,95.91
155,136,19,debt,589.73
115,10,105,payment,242.46
15,13,2,debt,65.69
8,2,6,existence,20.39
99,63,36,payment,248.35
152,38,114,payment,390.66
112,67,45,payment,249.68
33,27,6,payment,111.41
33,12,21,payment,57.83
48,43,5,existence,140.07
62,33,29,payment,162.36
125,22,103,payment,352.21
26,11,15,payment,84.37
5,2,3,existence,13.73
70,39,31,existence,170.24
52,41,11,existence,133.25
29,12,17,debt,77.9
26,20,6,payment,83.24
52,45,7,debt,137.15
36,23,13,payment,128.64
2,1,1,existence,4.58
11,6,5,payment,47.86
65,42,23,existence,138.05
65,27,38,payment,163.79
24,12,12,payment,63.06
130,97,33,debt,367.08
11,5,6,existence,29.8
144,55,89,debt,298.83
27,1,26,debt,84.94
63,17,46,debt,129.27
71,34,37,payment,206.61
151,70,81,payment,279.78
54,40,14,payment,165.82
2,2,0,existence,6.55
92,76,16,debt,195.51
38,1,37,payment,84.99
45,43,2,debt,193.32
131,112,19,debt,496.76
67,50,17,debt,192.5
61,45,16,payment,164.72
115,47,68,debt,234.72
89,64,25,existence,208.34
104,6,98,existence,264.09
51,21,30,debt,138.11
123,2,121,existence,282.64
58,38,20,existence,105.77
34,16,18,existence,86.98
73,29,44,existence,123.4
137,4,133,debt,316.39
55,34,21,debt,161.87
10,4,6,debt,39.41
45,13,32,existence,107.77
148,64,84,payment,314.43
24,11,13,payment,56.47
98,57,41,existence,245.89
54,24,30,existence,107.82
138,11,127,existence,311.61
33,18,15,debt,115.47
10,3,7,payment,33.77
23,10,13,payment,51.62
77,31,46,debt,229.09
53,21,32,debt,121.33
110,84,26,debt,255.68
133,61,72,payment,277.74
52,35,17,payment,164.83
75,20,55,debt,140.01
55,46,9,existence,119.64
123,86,37,existence,320.76
131,103,28,existence,324.41
65,3,62,payment,117.97
157,34,123,debt,427.32
13,2,11,existence,19.63
143,67,76,debt,313.18
88,82,6,payment,261.87
6,3,3,debt,40.02
108,16,92,payment,209.38
23,22,1,payment,80.22
52,7,45,debt,132.07
102,3,99,debt,194.29
118,117,1,payment,255.2
6,1,5,payment,28.91
87,48,39,debt,169.44
102,77,25,debt,279.83
29,29,0,existence,96.64
32,24,8,debt,101.54
73,17,56,payment,132.27
85,14,71,debt,181.51
107,47,60,debt,298.01
93,2,91,payment,134.45
4,2,2,debt,34.72
57,3,54,payment,157.03
140,89,51,payment,473.42
149,77,72,debt,350.23
133,112,21,payment,362.31
24,14,10,existence,66.89
149,103,46,payment,371.36
143,79,64,existence,339.78
70,42,28,debt,252.01
81,54,27,payment,199.99
132,20,112,debt,254.69
30,12,18,payment,53.96
20,9,11,debt,84.3
113,105,8,debt,321.05
150,73,77,payment,410.32
94,50,44,debt,197.06
1,1,0,debt,19.77
13,6,7,existence,34.27
20,3,17,debt,40.21
47,28,19,existence,93.51
108,17,91,payment,201.81
130,39,91,payment,241.68
152,70,82,existence,461.42
124,75,49,payment,424.95
71,54,17,debt,273.89
128,127,1,existence,372.04
102,85,17,debt,262.84
24,1,23,debt,69.85
41,7,34,payment,69.03
83,9,74,debt,150.48
73,40,33,existence,171.73
60,53,7,existence,170.45
31,25,6,existence,80.97
150,62,88,existence,246.47
114,106,8,debt,375.79
30,18,12,existence,52.47
27,16,11,payment,65.45
134,10,124,payment,281.13
54,46,8,debt,165
77,36,41,payment,236.55
135,57,78,debt,412.04
139,72,67,existence,400.62
68,35,33,payment,125.85
113,88,25,payment,314.79
118,2,116,debt,252.83
60,57,3,payment,181.35
49,34,15,debt,157.03
12,3,9,payment,42.91
94,93,1,debt,313.89
60,48,12,payment,148.83
37,7,30,debt,87.89
80,43,37,existence,236.38
101,58,43,payment,262.38
69,23,46,existence,185.64
102,77,25,debt,292.42
18,18,0,existence,41.53
129,45,84,payment,225.47
22,17,5,debt,61.32
30,3,27,debt,82.49
33,17,16,payment,103.71
97,81,16,payment,330.54
77,58,19,payment,226.12
20,8,12,payment,72.59
107,45,62,debt,204.89
144,143,1,existence,415.12
124,104,20,payment,300.14
40,25,15,debt,127.5
23,1,22,payment,51.52
55,37,18,debt,179.11
87,11,76,existence,153.2
97,43,54,existence,251.72
153,99,54,payment,332.04
146,125,21,debt,399.85
126,64,62,existence,279.74
131,126,5,existence,435.93
144,49,95,debt,302.73
85,76,9,payment,246.97
146,58,88,payment,406
16,2,14,debt,48.53
147,60,87,payment,363.82
143,41,102,existence,327.6
8,4,4,payment,34.9
88,45,43,debt,280.25
37,16,21,debt,83.3
148,134,14,existence,463.46
62,21,41,existence,167.34
114,3,111,debt,304.83
126,59,67,payment,252.96
20,14,6,debt,92.31
35,27,8,existence,84.37
68,37,31,payment,218.5
67,60,7,debt,230.75
139,71,68,debt,339.29
10,10,0,debt,42.2
24,18,6,existence,51.77
46,46,0,existence,139.99
110,104,6,existence,364.96
145,3,142,existence,214.76
152,94,58,debt,461.55
38,23,15,payment,110.79
88,23,65,payment,236.49
150,144,6,payment,340.48
19,5,14,existence,27.59
16,5,11,existence,38.27
65,4,61,debt,154.45
137,96,41,debt,404.54
34,20,14,debt,127.11
116,102,14,debt,341.27
143,119,24,debt,384.38
45,29,16,debt,113.86
148,81,67,existence,457.91
131,101,30,payment,465.71
54,2,52,debt,155.93
128,127,1,existence,366.79
60,8,52,payment,143.85
33,7,26,debt,65.44
120,39,81,existence,343.97
116,115,1,existence,277.51
77,49,28,debt,253.25
36,35,1,payment,103.23
35,3,32,debt,96.32
127,51,76,debt,353.93
17,4,13,payment,50.41
48,48,0,existence,156.43
152,40,112,debt,335.8
146,19,127,existence,358.4
64,48,16,payment,166.48
67,56,11,existence,132.21
146,96,50,debt,413.21
2,2,0,debt,23.44
86,4,82,payment,232.43
71,48,23,existence,146.56
64,42,22,payment,186.84
110,33,77,debt,243.46
78,7,71,payment,178
29,6,23,debt,82.68
14,9,5,existence,36.28
34,7,27,existence,55.02
88,84,4,debt,230.15
113,43,70,payment,199.58
51,33,18,existence,146.63
140,114,26,existence,391.86
155,2,153,debt,237.88
46,30,16,payment,135.31
141,1,140,existence,232.85
77,59,18,debt,176.02
146,35,111,existence,326.67
125,116,9,payment,260.52
6,4,2,payment,27.73
38,4,34,debt,80.94
124,97,27,debt,404.15
22,17,5,debt,99.72
140,51,89,debt,326.23
72,50,22,payment,176.92
101,66,35,existence,322
56,37,19,existence,168.2
3,3,0,existence,11.93
71,2,69,payment,95.41
129,1,128,debt,285.88
116,75,41,existence,336.89
79,22,57,payment,194.16
149,131,18,debt,506.95
73,64,9,debt,249.17
85,72,13,existence,284.41
43,35,8,debt,121.21
78,62,16,payment,201.93
97,27,70,payment,190.93
105,99,6,debt,294.06
86,60,26,debt,220.09
63,18,45,existence,115.78
22,9,13,existence,65.54
102,100,2,debt,316.71
39,29,10,debt,139.46
53,44,9,payment,142.05
86,58,28,existence,228.83
50,6,44,payment,128.64
139,30,109,debt,223.38
37,12,25,payment,98.57
66,59,7,debt,182.92
86,42,44,debt,194.86
157,105,52,payment,402.92
65,65,0,payment,191.79
26,21,5,payment,77.2
19,3,16,debt,67.25
4,3,1,payment,18.81
139,3,136,existence,267.65
114,73,41,payment,236.58
97,84,13,existence,317
88,31,57,existence,167.58
24,23,1,payment,88.45
32,8,24,payment,64.15
125,84,41,debt,315.16
26,26,0,existence,72.53
98,14,84,payment,180.39
12,7,5,debt,41.02
147,66,81,payment,373.71
44,21,23,debt,119.33
7,6,1,debt,31.23
12,7,5,existence,27.75
24,6,18,payment,56.55
78,61,17,debt,212.48
89,80,9,payment,250.4
126,82,44,payment,362.2
16,2,14,debt,55.56
51,10,41,payment,122.59
40,1,39,existence,85.94
13,3,10,debt,36.23
141,8,133,payment,336.76
22,2,20,existence,28.75
61,53,8,debt,207.48
22,4,18,existence,42.85
126,50,76,existence,277.21
86,51,35,debt,307.92
99,79,20,payment,268.33
112,20,92,payment,175.28
109,92,17,existence,359.85
157,58,99,existence,323.01
28,27,1,existence,60.18
70,51,19,debt,173.18
99,61,38,debt,265.67
24,4,20,existence,38.07
43,28,15,debt,130.42
140,119,21,existence,384.43
61,39,22,payment,142.58
129,101,28,debt,274.34
149,116,33,payment,315.2
75,71,4,existence,163.78
84,59,25,debt,177.71
21,3,18,payment,42.26
83,71,12,debt,250.81
15,2,13,debt,60.84
150,19,131,existence,307.6
140,1,139,debt,289.09
126,50,76,existence,218.41
120,38,82,existence,329.52
85,5,80,payment,171
152,24,128,existence,253.88
143,7,136,debt,349.49
150,91,59,payment,434.58
134,74,60,debt,324.98
141,60,81,existence,365.2
108,29,79,existence,255.63
106,55,51,existence,267.46
90,75,15,debt,212.91
2,1,1,debt,33.25
96,31,65,payment,233.83
63,46,17,payment,208.9
9,2,7,debt,41.03
91,70,21,existence,232.8
76,46,30,payment,142.4
144,131,13,existence,474.12
29,15,14,debt,85.6
11,11,0,debt,52.17
90,5,85,debt,246.77
57,25,32,debt,162.4
6,4,2,debt,22.59
105,53,52,existence,284.56
33,4,29,debt,82.93
76,47,29,existence,158.76
81,33,48,existence,237.64
143,14,129,existence,214.52
117,94,23,existence,238.25
151,87,64,debt,255.57
103,37,66,existence,245.81
92,86,6,existence,278.6
147,82,65,existence,384.29
107,10,97,debt,156.56
131,33,98,payment,357.1
138,20,118,debt,366.62
126,94,32,debt,427.51
59,11,48,debt,155.73
73,67,6,existence,215.31
148,32,116,debt,232.36
120,53,67,existence,338.39
134,128,6,payment,450.82
84,6,78,payment,137.94
44,28,16,debt,130.8
76,44,32,payment,180.86
45,16,29,debt,109.28
55,8,47,payment,125.61
34,13,21,payment,97.05
99,7,92,payment,135.83
151,17,134,debt,297.72
11,2,9,debt,45.65
62,4,58,existence,96.99
22,8,14,payment,67.71
21,20,1,existence,54.05
2,1,1,payment,20.46
43,22,21,payment,128.11
9,4,5,existence,19.38
69,51,18,existence,204.15
80,48,32,existence,161.57
70,23,47,payment,140.02
83,33,50,payment,143.25
84,45,39,debt,230.13
94,66,28,debt,243.39
25,9,16,existence,61.48
68,19,49,payment,184.38
12,2,10,payment,35.4
62,7,55,debt,128.62
153,76,77,payment,323.86
122,10,112,payment,226.23
21,2,19,existence,48.35
70,41,29,payment,151.42
123,116,7,debt,317.44
1,1,0,debt,19.37
62,59,3,debt,192.75
70,13,57,existence,188.09
45,17,28,debt,116.94
26,18,8,existence,69.25
8,7,1,existence,26.1
88,44,44,existence,259.47
142,105,37,payment,412.76
67,46,21,existence,188.75
2,1,1,debt,15.68
80,54,26,debt,256.5
32,9,23,existence,68.89
122,101,21,debt,292.12
45,34,11,existence,120.47
37,31,6,debt,108.65
157,102,55,debt,509.11
7,5,2,debt,43.61
1,1,0,existence,2.99
59,1,58,payment,92.19
79,37,42,debt,212.12
51,47,4,existence,111.32
143,85,58,payment,366.3
20,8,12,debt,65.78
102,54,48,debt,214.21
150,73,77,existence,339.47
149,74,75,existence,273.77
127,125,2,debt,464.2
139,17,122,existence,249.65
46,21,25,debt,152.77
61,36,25,payment,112.64
40,28,12,existence,105.1
125,18,107,payment,224.4
128,64,64,payment,357.15
73,9,64,payment,194.72
98,45,53,debt,274.5
39,16,23,debt,122.69
148,140,8,existence,414.98
38,6,32,existence,74.59
30,4,26,debt,82.33
103,18,85,existence,168.07
136,26,110,payment,285.95
149,139,10,debt,441.42
138,102,36,payment,366.39
23,10,13,payment,50.11
27,18,9,payment,81.94
118,58,60,payment,302.73
23,4,19,payment,46.75
80,16,64,existence,124.04
84,67,17,debt,286.55
153,48,105,payment,308.6
15,3,12,debt,38.21
118,116,2,payment,315.22
152,78,74,payment,407.5
10,1,9,debt,50.99
143,89,54,debt,398.17
39,1,38,debt,75.52
34,11,23,existence,68.21
26,2,24,payment,48.85
153,56,97,debt,330.58
84,60,24,payment,211.49
109,90,19,debt,255.47
118,47,71,existence,271.03
85,81,4,existence,228.46
119,87,32,payment,344.62
34,14,20,payment,101.31
14,5,9,debt,44.54
145,10,135,existence,215.74
146,16,130,debt,252.72
143,2,141,debt,361.41
11,10,1,payment,48.23
110,57,53,debt,279.59
31,7,24,payment,75.49
156,156,0,debt,507.65
121,102,19,debt,429.58
113,24,89,payment,232.59
66,63,3,debt,239
78,64,14,debt,279.11
6,6,0,payment,30.38
38,16,22,existence,101.13
63,25,38,debt,178.31
46,30,16,existence,89.34
93,45,48,existence,204.73
2,2,0,existence,6.08
3,3,0,payment,20.11
95,21,74,existence,234.83
10,6,4,payment,33.63
129,93,36,existence,372.36
93,89,4,payment,199.77
54,53,1,payment,179.92
21,14,7,debt,58.84
64,9,55,debt,168.26
40,31,9,existence,112.17
86,39,47,payment,188.32
100,59,41,debt,267.25
61,2,59,existence,147.02
103,100,3,existence,307.49
92,29,63,payment,147.72
18,13,5,payment,57.93
48,10,38,debt,155.74
115,23,92,debt,213.26
104,53,51,debt,225.59
60,6,54,payment,160.66
5,2,3,payment,22.16
74,71,3,debt,263.92
139,90,49,debt,389.19
69,59,10,existence,197.08
100,80,20,existence,238.67
120,23,97,payment,241.14
118,52,66,existence,252.16
150,13,137,existence,336.37
20,19,1,existence,53.25
128,26,102,payment,266.92
90,50,40,existence,152
32,5,27,existence,79.71
82,80,2,debt,247.37
39,23,16,existence,100.83
101,42,59,debt,270.27
27,3,24,debt,74.23
124,55,69,payment,371.07
48,12,36,debt,81.72
14,7,7,payment,46.98
69,51,18,existence,150.02
87,38,49,payment,258.72
50,43,7,existence,146.52
80,63,17,payment,277.01
29,20,9,payment,103.74
9,4,5,debt,40.51
107,40,67,payment,301.04
56,12,44,debt,123.68
13,3,10,existence,28.06
32,23,9,debt,90.6
152,39,113,existence,272.42
43,6,37,existence,66.93
132,40,92,debt,366.12
17,11,6,existence,41.13
20,8,12,payment,56.4
76,15,61,payment,123.09
129,74,55,payment,317.72
54,12,42,existence,119.85
32,25,7,payment,85.37
26,22,4,debt,75.65
43,12,31,existence,66.71
7,3,4,existence,14.02
32,3,29,existence,62.76
105,71,34,existence,278.28
59,2,57,debt,122.3
19,5,14,debt,41.99
77,16,61,payment,215.31
51,3,48,payment,137.16
149,116,33,existence,413.19
33,8,25,payment,59.99
15,8,7,debt,64.74
58,35,23,debt,132.42
77,21,56,debt,192.01
55,52,3,existence,118.18
102,23,79,debt,196.43
100,21,79,debt,227.62
19,13,6,payment,61.55
109,101,8,debt,377.04
147,65,82,debt,423
67,40,27,debt,155.17
157,87,70,payment,509.73
12,5,7,existence,34.48
14,4,10,debt,28.4
88,24,64,payment,146.82
63,30,33,existence,168.36
131,14,117,existence,322.21
85,7,78,payment,126.43
25,1,24,existence,62.47
31,8,23,debt,82.05
17,15,2,existence,50.63
134,105,29,existence,376.86
113,83,30,payment,253.72
84,33,51,payment,261.06
32,11,21,existence,60.13
132,53,79,debt,289.1
122,19,103,payment,218.98
58,29,29,debt,138.92
42,33,9,existence,145.63
93,16,77,existence,174.16
118,42,76,existence,294.96
81,71,10,existence,263.26
83,53,30,debt,280.64
87,69,18,debt,284.43
35,6,29,debt,72.73
149,20,129,debt,364.16
52,38,14,debt,147.55
152,103,49,debt,538.72
84,60,24,existence,165.62
18,3,15,debt,51.25
135,54,81,payment,307.12
90,67,23,payment,241.03
105,60,45,existence,304.37
147,98,49,payment,406.49
107,17,90,debt,193.83
33,30,3,existence,83.61
102,10,92,payment,195.4
79,31,48,existence,163.2
67,37,30,payment,136.54
70,70,0,payment,215.5
1,1,0,payment,13.97
94,76,18,payment,279.51
152,118,34,debt,472.03
124,2,122,existence,157.8
66,56,10,existence,244.11
54,13,41,debt,130.69
2,1,1,payment,11.36
112,68,44,payment,255.85
56,37,19,existence,133.44
109,33,76,existence,253
12,1,11,debt,44.42
59,31,28,payment,191.66
46,25,21,payment,108.69
142,126,16,debt,431.14
111,57,54,debt,363.75
